station,code,break_start,break_end,cause,missing_input,rows_affected
stanhope,dc,2023-05-12T16:00:00+00:00,2023-05-13T16:00:00+00:00,input_missing,air_temperature_c,24
stanhope,dc,2023-05-28T17:00:00+00:00,2023-05-29T17:00:00+00:00,input_missing,air_temperature_c,24
stanhope,dc,2023-06-18T13:00:00+00:00,2023-06-19T13:00:00+00:00,input_missing,air_temperature_c,24
stanhope,dc,2023-07-05T19:00:00+00:00,2023-07-06T19:00:00+00:00,input_missing,air_temperature_c,24
stanhope,dc,2023-07-14T11:00:00+00:00,2023-07-15T11:00:00+00:00,input_missing,air_temperature_c,24
stanhope,dc,2023-07-27T08:00:00+00:00,2023-07-28T08:00:00+00:00,input_missing,air_temperature_c,24
stanhope,dc,2023-08-14T08:00:00+00:00,2023-08-15T08:00:00+00:00,input_missing,air_temperature_c,24
stanhope,dc,2023-09-16T15:00:00+00:00,2023-09-17T15:00:00+00:00,input_missing,air_temperature_c,24
stanhope,dc,2023-10-18T14:00:00+00:00,2023-10-19T14:00:00+00:00,input_missing,air_temperature_c,24
stanhope,dc,2023-12-18T19:00:00+00:00,2023-12-19T19:00:00+00:00,input_missing,air_temperature_c,24
stanhope,dc,2024-01-10T18:00:00+00:00,2024-01-11T18:00:00+00:00,input_missing,air_temperature_c,24
stanhope,dc,2024-01-25T09:00:00+00:00,2024-01-26T09:00:00+00:00,input_missing,air_temperature_c,24
stanhope,dc,2024-02-13T18:00:00+00:00,2024-02-14T18:00:00+00:00,input_missing,air_temperature_c,24
stanhope,dc,2024-03-12T09:00:00+00:00,2024-03-13T09:00:00+00:00,input_missing,air_temperature_c,24
stanhope,dc,2024-03-24T09:00:00+00:00,2024-03-25T09:00:00+00:00,input_missing,air_temperature_c,24
stanhope,dc,2024-05-23T14:00:00+00:00,2024-05-24T14:00:00+00:00,input_missing,air_temperature_c,24
stanhope,dc,2024-06-20T14:00:00+00:00,2024-06-21T14:00:00+00:00,input_missing,air_temperature_c,24
stanhope,dc,2024-06-25T12:00:00+00:00,2024-06-26T16:00:00+00:00,input_missing,air_temperature_c,28
stanhope,dc,2024-06-27T08:00:00+00:00,2024-06-28T08:00:00+00:00,input_missing,air_temperature_c,24
stanhope,dc,2024-08-19T06:00:00+00:00,2024-08-20T06:00:00+00:00,input_missing,air_temperature_c,24
stanhope,dc,2024-09-28T15:00:00+00:00,2024-09-29T15:00:00+00:00,input_missing,air_temperature_c,24
stanhope,dc,2024-09-29T23:00:00+00:00,2024-09-30T23:00:00+00:00,input_missing,air_temperature_c,24
stanhope,dc,2024-10-01T00:00:00+00:00,2024-10-02T00:00:00+00:00,input_missing,air_temperature_c,24
stanhope,dc,2024-11-14T03:00:00+00:00,2024-11-15T03:00:00+00:00,input_missing,air_temperature_c,24
stanhope,dc,2025-03-18T04:00:00+00:00,2025-03-19T04:00:00+00:00,input_missing,air_temperature_c,24
stanhope,dc,2025-04-23T09:00:00+00:00,2025-04-24T09:00:00+00:00,input_missing,air_temperature_c,24
stanhope,dc,2025-05-01T00:00:00+00:00,2025-05-02T00:00:00+00:00,input_missing,air_temperature_c,24
stanhope,dc,2025-05-03T20:00:00+00:00,2025-05-04T20:00:00+00:00,input_missing,air_temperature_c,24
stanhope,dc,2025-05-15T20:00:00+00:00,2025-05-16T20:00:00+00:00,input_missing,air_temperature_c,24
stanhope,dc,2025-05-19T08:00:00+00:00,2025-05-20T08:00:00+00:00,input_missing,air_temperature_c,24
stanhope,dc,2025-05-28T04:00:00+00:00,2025-05-29T04:00:00+00:00,input_missing,air_temperature_c,24
stanhope,dc,2025-06-12T05:00:00+00:00,2025-06-13T05:00:00+00:00,input_missing,air_temperature_c,24
stanhope,dc,2025-07-09T12:00:00+00:00,2025-07-10T12:00:00+00:00,input_missing,air_temperature_c,24
stanhope,dc,2025-08-05T13:00:00+00:00,2025-08-06T13:00:00+00:00,input_missing,air_temperature_c,24
greenwich,ffmc,2023-04-01T00:00:00+00:00,2023-04-11T16:00:00+00:00,input_missing,relative_humidity_pct,256
greenwich,ffmc,2023-04-23T04:00:00+00:00,2023-04-24T04:00:00+00:00,input_missing,relative_humidity_pct,24
greenwich,ffmc,2023-04-25T18:00:00+00:00,2023-05-04T13:00:00+00:00,input_missing,relative_humidity_pct,211
greenwich,ffmc,2023-05-05T14:00:00+00:00,2023-05-11T16:00:00+00:00,input_missing,relative_humidity_pct,146
greenwich,ffmc,2023-05-12T16:00:00+00:00,2023-05-13T16:00:00+00:00,input_missing,air_temperature_c,24
greenwich,ffmc,2023-05-28T17:00:00+00:00,2023-05-29T17:00:00+00:00,input_missing,air_temperature_c,24
greenwich,ffmc,2023-06-18T13:00:00+00:00,2023-06-19T13:00:00+00:00,input_missing,air_temperature_c,24
greenwich,ffmc,2023-07-05T19:00:00+00:00,2023-07-06T19:00:00+00:00,input_missing,air_temperature_c,24
greenwich,ffmc,2023-07-14T11:00:00+00:00,2023-07-15T11:00:00+00:00,input_missing,air_temperature_c,24
greenwich,ffmc,2023-07-27T08:00:00+00:00,2023-07-28T08:00:00+00:00,input_missing,air_temperature_c,24
greenwich,ffmc,2023-08-14T08:00:00+00:00,2023-08-15T08:00:00+00:00,input_missing,air_temperature_c,24
greenwich,ffmc,2023-09-16T15:00:00+00:00,2023-09-17T15:00:00+00:00,input_missing,air_temperature_c,24
greenwich,ffmc,2023-10-18T14:00:00+00:00,2023-10-19T14:00:00+00:00,input_missing,air_temperature_c,24
greenwich,ffmc,2023-11-29T18:00:00+00:00,2023-11-30T18:00:00+00:00,input_missing,relative_humidity_pct,24
greenwich,ffmc,2023-12-18T19:00:00+00:00,2023-12-19T19:00:00+00:00,input_missing,air_temperature_c,24
greenwich,ffmc,2024-01-01T00:00:00+00:00,2024-03-14T16:00:00+00:00,input_missing,relative_humidity_pct,1768
greenwich,ffmc,2024-03-28T12:00:00+00:00,2024-03-29T17:00:00+00:00,input_missing,relative_humidity_pct,29
greenwich,ffmc,2024-03-30T06:00:00+00:00,2024-04-01T12:00:00+00:00,input_missing,relative_humidity_pct,54
greenwich,ffmc,2024-04-01T13:00:00+00:00,2024-04-02T13:00:00+00:00,input_missing,relative_humidity_pct,24
greenwich,ffmc,2024-04-02T15:00:00+00:00,2024-04-03T15:00:00+00:00,input_missing,relative_humidity_pct,24
greenwich,ffmc,2024-04-03T16:00:00+00:00,2024-04-04T20:00:00+00:00,input_missing,relative_humidity_pct,28
greenwich,ffmc,2024-04-05T13:00:00+00:00,2024-04-06T13:00:00+00:00,input_missing,relative_humidity_pct,24
greenwich,ffmc,2024-04-07T18:00:00+00:00,2024-04-08T18:00:00+00:00,input_missing,relative_humidity_pct,24
greenwich,ffmc,2024-04-09T04:00:00+00:00,2024-04-10T15:00:00+00:00,input_missing,relative_humidity_pct,35
greenwich,ffmc,2024-04-11T12:00:00+00:00,2024-04-12T12:00:00+00:00,input_missing,relative_humidity_pct,24
greenwich,ffmc,2024-05-01T03:00:00+00:00,2024-05-28T13:00:00+00:00,input_missing,relative_humidity_pct,658
greenwich,ffmc,2025-08-17T21:00:00+00:00,2025-08-18T21:00:00+00:00,input_missing,relative_humidity_pct,24
greenwich,ffmc,2026-02-08T14:00:00+00:00,,input_missing,"air_temperature_c, relative_humidity_pct, wind_speed_kmh",1022
greenwich,dmc,2023-04-01T00:00:00+00:00,2023-04-11T16:00:00+00:00,input_missing,relative_humidity_pct,256
greenwich,dmc,2023-04-23T04:00:00+00:00,2023-04-24T04:00:00+00:00,input_missing,relative_humidity_pct,24
greenwich,dmc,2023-04-25T18:00:00+00:00,2023-05-04T13:00:00+00:00,input_missing,relative_humidity_pct,211
greenwich,dmc,2023-05-05T14:00:00+00:00,2023-05-11T16:00:00+00:00,input_missing,relative_humidity_pct,146
greenwich,dmc,2023-05-12T16:00:00+00:00,2023-05-13T16:00:00+00:00,input_missing,air_temperature_c,24
greenwich,dmc,2023-05-28T17:00:00+00:00,2023-05-29T17:00:00+00:00,input_missing,air_temperature_c,24
greenwich,dmc,2023-06-18T13:00:00+00:00,2023-06-19T13:00:00+00:00,input_missing,air_temperature_c,24
greenwich,dmc,2023-07-05T19:00:00+00:00,2023-07-06T19:00:00+00:00,input_missing,air_temperature_c,24
greenwich,dmc,2023-07-14T11:00:00+00:00,2023-07-15T11:00:00+00:00,input_missing,air_temperature_c,24
greenwich,dmc,2023-07-27T08:00:00+00:00,2023-07-28T08:00:00+00:00,input_missing,air_temperature_c,24
greenwich,dmc,2023-08-14T08:00:00+00:00,2023-08-15T08:00:00+00:00,input_missing,air_temperature_c,24
greenwich,dmc,2023-09-16T15:00:00+00:00,2023-09-17T15:00:00+00:00,input_missing,air_temperature_c,24
greenwich,dmc,2023-10-18T14:00:00+00:00,2023-10-19T14:00:00+00:00,input_missing,air_temperature_c,24
greenwich,dmc,2023-11-29T18:00:00+00:00,2023-11-30T18:00:00+00:00,input_missing,relative_humidity_pct,24
greenwich,dmc,2023-12-18T19:00:00+00:00,2023-12-19T19:00:00+00:00,input_missing,air_temperature_c,24
greenwich,dmc,2024-01-01T00:00:00+00:00,2024-03-14T16:00:00+00:00,input_missing,relative_humidity_pct,1768
greenwich,dmc,2024-03-28T12:00:00+00:00,2024-03-29T17:00:00+00:00,input_missing,relative_humidity_pct,29
greenwich,dmc,2024-03-30T06:00:00+00:00,2024-04-01T12:00:00+00:00,input_missing,relative_humidity_pct,54
greenwich,dmc,2024-04-01T13:00:00+00:00,2024-04-02T13:00:00+00:00,input_missing,relative_humidity_pct,24
greenwich,dmc,2024-04-02T15:00:00+00:00,2024-04-03T15:00:00+00:00,input_missing,relative_humidity_pct,24
greenwich,dmc,2024-04-03T16:00:00+00:00,2024-04-04T20:00:00+00:00,input_missing,relative_humidity_pct,28
greenwich,dmc,2024-04-05T13:00:00+00:00,2024-04-06T13:00:00+00:00,input_missing,relative_humidity_pct,24
greenwich,dmc,2024-04-07T18:00:00+00:00,2024-04-08T18:00:00+00:00,input_missing,relative_humidity_pct,24
greenwich,dmc,2024-04-09T04:00:00+00:00,2024-04-10T15:00:00+00:00,input_missing,relative_humidity_pct,35
greenwich,dmc,2024-04-11T12:00:00+00:00,2024-04-12T12:00:00+00:00,input_missing,relative_humidity_pct,24
greenwich,dmc,2024-05-01T03:00:00+00:00,2024-05-28T13:00:00+00:00,input_missing,relative_humidity_pct,658
greenwich,dmc,2025-08-17T21:00:00+00:00,2025-08-18T21:00:00+00:00,input_missing,relative_humidity_pct,24
greenwich,dmc,2026-02-08T14:00:00+00:00,,input_missing,"air_temperature_c, relative_humidity_pct",1022
greenwich,dc,2023-05-02T21:00:00+00:00,2023-05-03T21:00:00+00:00,input_missing,air_temperature_c,24
greenwich,dc,2023-05-07T18:00:00+00:00,2023-05-08T18:00:00+00:00,input_missing,air_temperature_c,24
greenwich,dc,2023-05-12T16:00:00+00:00,2023-05-13T16:00:00+00:00,input_missing,air_temperature_c,24
greenwich,dc,2023-05-28T17:00:00+00:00,2023-05-29T17:00:00+00:00,input_missing,air_temperature_c,24
greenwich,dc,2023-06-18T13:00:00+00:00,2023-06-19T13:00:00+00:00,input_missing,air_temperature_c,24
greenwich,dc,2023-07-05T19:00:00+00:00,2023-07-06T19:00:00+00:00,input_missing,air_temperature_c,24
greenwich,dc,2023-07-14T11:00:00+00:00,2023-07-15T11:00:00+00:00,input_missing,air_temperature_c,24
greenwich,dc,2023-07-27T08:00:00+00:00,2023-07-28T08:00:00+00:00,input_missing,air_temperature_c,24
greenwich,dc,2023-08-14T08:00:00+00:00,2023-08-15T08:00:00+00:00,input_missing,air_temperature_c,24
greenwich,dc,2023-09-16T15:00:00+00:00,2023-09-17T15:00:00+00:00,input_missing,air_temperature_c,24
greenwich,dc,2023-10-18T14:00:00+00:00,2023-10-19T14:00:00+00:00,input_missing,air_temperature_c,24
greenwich,dc,2023-12-18T19:00:00+00:00,2023-12-19T19:00:00+00:00,input_missing,air_temperature_c,24
greenwich,dc,2024-01-10T18:00:00+00:00,2024-01-11T18:00:00+00:00,input_missing,air_temperature_c,24
greenwich,dc,2024-01-25T09:00:00+00:00,2024-01-26T09:00:00+00:00,input_missing,air_temperature_c,24
greenwich,dc,2024-02-13T18:00:00+00:00,2024-02-14T18:00:00+00:00,input_missing,air_temperature_c,24
greenwich,dc,2024-03-12T09:00:00+00:00,2024-03-13T09:00:00+00:00,input_missing,air_temperature_c,24
greenwich,dc,2024-05-23T14:00:00+00:00,2024-05-24T14:00:00+00:00,input_missing,air_temperature_c,24
greenwich,dc,2026-02-08T14:00:00+00:00,,input_missing,air_temperature_c,1022
cavendish,ffmc,2023-05-28T21:00:00+00:00,2023-05-29T21:00:00+00:00,input_missing,air_temperature_c,24
cavendish,ffmc,2023-09-01T03:00:00+00:00,2023-10-01T03:00:00+00:00,input_missing,"air_temperature_c, relative_humidity_pct",720
cavendish,ffmc,2024-05-23T17:00:00+00:00,2024-05-24T17:00:00+00:00,input_missing,air_temperature_c,24
cavendish,ffmc,2025-03-01T04:00:00+00:00,2025-03-11T13:00:00+00:00,input_missing,"air_temperature_c, relative_humidity_pct",249
cavendish,ffmc,2025-04-11T14:00:00+00:00,2025-04-17T17:00:00+00:00,input_missing,"air_temperature_c, relative_humidity_pct",147
cavendish,ffmc,2025-05-08T19:00:00+00:00,2025-05-09T19:00:00+00:00,input_missing,air_temperature_c,24
cavendish,ffmc,2025-08-17T20:00:00+00:00,2025-08-18T20:00:00+00:00,input_missing,relative_humidity_pct,24
cavendish,ffmc,2025-11-16T11:00:00+00:00,2026-01-01T00:00:00+00:00,input_missing,"air_temperature_c, relative_humidity_pct",1093
cavendish,ffmc,2026-01-16T11:00:00+00:00,,input_missing,"air_temperature_c, relative_humidity_pct, wind_speed_kmh",1577
cavendish,dmc,2023-05-28T21:00:00+00:00,2023-05-29T21:00:00+00:00,input_missing,air_temperature_c,24
cavendish,dmc,2023-09-01T03:00:00+00:00,2023-10-01T03:00:00+00:00,input_missing,"air_temperature_c, relative_humidity_pct",720
cavendish,dmc,2024-05-23T17:00:00+00:00,2024-05-24T17:00:00+00:00,input_missing,air_temperature_c,24
cavendish,dmc,2025-03-01T04:00:00+00:00,2025-03-11T13:00:00+00:00,input_missing,"air_temperature_c, relative_humidity_pct",249
cavendish,dmc,2025-04-11T14:00:00+00:00,2025-04-17T17:00:00+00:00,input_missing,"air_temperature_c, relative_humidity_pct",147
cavendish,dmc,2025-05-08T19:00:00+00:00,2025-05-09T19:00:00+00:00,input_missing,air_temperature_c,24
cavendish,dmc,2025-08-17T20:00:00+00:00,2025-08-18T20:00:00+00:00,input_missing,relative_humidity_pct,24
cavendish,dmc,2025-11-16T11:00:00+00:00,2026-01-01T00:00:00+00:00,input_missing,"air_temperature_c, relative_humidity_pct",1093
cavendish,dmc,2026-01-16T11:00:00+00:00,,input_missing,"air_temperature_c, relative_humidity_pct",1577
cavendish,dc,2023-05-28T21:00:00+00:00,2023-05-29T21:00:00+00:00,input_missing,air_temperature_c,24
cavendish,dc,2023-09-01T03:00:00+00:00,2023-10-01T03:00:00+00:00,input_missing,air_temperature_c,720
cavendish,dc,2024-05-23T17:00:00+00:00,2024-05-24T17:00:00+00:00,input_missing,air_temperature_c,24
